duns,domain,gt_domain,business_name,address_1,address_2,city_name,state_name,postal_code,country_name,line_of_business,better_domain,perfect_match,probably_match,not_match,alternative_domain,comment,time
78483671,duke-energy.com,datacache.duke-energy.com,"Duke Energy Corporate Services, Inc.",526 S Church St,,Charlotte,North Carolina,28202,USA,Electric services,,,,,,,
949785455,fortra.com,globalscape.com,"Globalscape, Inc.",6455 City West Pkwy,,Eden Prairie,Minnesota,55344,USA,Prepackaged software services,,,,,,,
897583324,br.gsk.com,gsk.com,GLAXOSMITHKLINE BRASIL LTDA,Estr. DOS BANDEIRANTES 8464,,RIO DE JANEIRO,RIO DE JANEIRO,22783,BRAZIL,Mfg medicinal/botanical products,,,,,,,
312756109,sellbytel.de,webhelp.com,SELLBYTEL Group GmbH,Tullnaustr. 20,,Nurnberg,Bayern,90402,GERMANY,Management consulting services,,,,,,,
225035187,hamptons.co.uk,countrywide.co.uk,COUNTRYWIDE ESTATE AGENTS LIMITED,Cumbria House,"16-20 Hockliffe Street, Central",LEIGHTON BUZZARD,BEDFORDSHIRE,LU7 1,ENGLAND,Real estate agent/manager,,,,,,,
10536316,mcdonalds.com,txmcd.com,"Acosta, Inc.",5815 Callaghan Rd Ste 100,,San Antonio,Texas,78228,USA,Eating place,,,,,,,
225354745,liverpoolvictoriafriendlysociety.com,lv.com,LIVERPOOL VICTORIA FRIENDLY SOCIETY LTD,County Gates,,BOURNEMOUTH,DORSET,BH1 2,ENGLAND,Insurance agent/broker,,,,,,,
192994973,tulaneobgyn.com,medicine.tulane.edu,Tulane University,1430 Tulane Ave SL22,,New Orleans,Louisiana,70112,USA,General hospital,,,,,,,
755270139,thelotterycorporation.com,tabcorp.com.au,TATTS EMPLOYMENT CO (NSW) PTY LTD,L 8 180 Ann St,,WOOLLOONGABBA,QUEENSLAND,4102,AUSTRALIA,Employment agency,,,,,,,
215785387,www.hpe.com,hpe.com,HEWLETT - PACKARD LIMITED,210 Wharfedale Road,Winnersh,WOKINGHAM,BERKSHIRE,RG41,ENGLAND,Computer related services,,,,,,,
10137511,www.hartmann.info,hartmann.info,"Hartmann Usa, Inc.",481 Lakeshore Pkwy,,Rock Hill,South Carolina,29730,USA,Mfg surgical appliances/supplies,,,,,,,
758035604,quadrantenergy.com.au,santos.com,SANTOS WA EAST SPAR PTY LIMITED,L 7 100 St Georges Tce,,PERTH,WESTERN AUSTRALIA,6000,AUSTRALIA,Oil/gas exploration services,,,,,,,
828433677,www.winconn.com,winconn.com,Winchester Interconnect Corporation,185 Plains Rd,,MILFORD,Connecticut,6461,USA,Mfg electronic connectors,,,,,,,
548643774,nlg.nhs.uk,www.nhs.uk,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST CHARITABLE FUNDS AND OTHER RELATED CHARITIES,Scartho Road,,GRIMSBY,SOUTH HUMBERSIDE,DN33,ENGLAND,General hospital,,,,,,,
788045409,artechinfo.com,artech.com,Artech L.L.C.,360 Mount Kemble Ave Ste 3,,MORRISTOWN,New Jersey,7960,USA,Employment agency,,,,,,,
544752371,rongqiao.com.cn,rongqiao.com,"Rongqiao Group Co.,Ltd.","Floor 38, 100-2 Rongqiao Middle Xin, Rongqiao Jiangbin Square, J",,Fuzhou,Fujian,35000,CHINA,Subdivider/developer,,,,,,,
131825510,www.incomm.com,incomm.com,HI Technology Corp,250 Williams St NW 5TH FL,,ATLANTA,Georgia,30303,USA,Depository banking services,,,,,,,
794227749,sutherlandglobal.com,sutherlandhealthcare.com,Sutherland Healthcare Solutions Inc.,2 Brighton Rd Ste 300,,Clifton,New Jersey,7012,USA,Health/allied services,,,,,,,
884328659,raymondjames.com,raymondjamesbank.com,"Raymond James Bank, National Association",710 Carillon Pkwy,,Saint Petersburg,Florida,33716,USA,Federal savings institution,,,,,,,
196169437,dothill.com,seagate.com,"Seagate Cloud Systems, Inc.",389 Disc Dr,,Longmont,Colorado,80503,USA,Mfg computer storage devices,,,,,,,
757044854,tollgroup.com,perkinindustries.com,PERKINS INDUSTRIES PTY. LTD.,LEVEL 6 380 ST KILDA ROAD,,MELBOURNE,VICTORIA,3004,AUSTRALIA,Freight transportation arrangement,,,,,,,
248145963,stores.guess.ca,guess.com,Corporation Guess? Canada,8275 av Albert-Louis-Van Houtte,,Montreal,QUEBEC,H1Z 4,CANADA,Whol men's/boy's clothing,,,,,,,
366434970,salairples.ru,stroyservis.com,"STROISERVIS, AO",121 prospekt Kuznetski,,Kemerovo,,65005,RUSSIAN FEDERATION,Whol petroleum products,,,,,,,
166886429,keihin-na.com,hitachiastemo.com,"Hitachi Astemo Greenfield, LLC",400 W New Rd,,Greenfield,Indiana,46140,USA,Mfg motor vehicle parts/accessories,,,,,,,
547532887,xinyang.mysteel.com.cn,xyisco.com,"Xinyang Iron&Steel Co., Ltd. of Angang Group","No.34, Xinming Rd., Minggang Town, Pingqiao Dist.",,Xinyang,Henan,46409,CHINA,Blast furnace-steel works,,,,,,,
77119055,seniorcare-stlouis.com,ssdmo.org,"Special School District of St. Louis County, Missouri Educational Facilities Authority",12110 Clayton Rd,,SAINT LOUIS,Missouri,63131,USA,Elementary/secondary school,,,,,,,
980473276,aminerals.cl,web.pelambres.cl,Minera Los Pelambres,Av. Apoquindo 4001 Piso 18 Oficina 1802,,SANTIAGO,Santiago,75501,CHILE,Copper ore mining,,,,,,,
355088769,rosseti-te.ru,te.ru,"ROSSETI TYUMEN, AO",4 ul. Universitetskaya,,Surgut,,62840,RUSSIAN FEDERATION,Electric services,,,,,,,
650194889,indianrailways.gov.in,nr.indianrailways.gov.in,NORTHERN RAILWAY,Baroda House,K G Marg,New Delhi,Delhi,11000,INDIA,Local/suburban transportation,,,,,,,
52203171,prfast.com,prfasteners.com,"P & R Fasteners, Inc.",325 Pierce St,,Somerset,New Jersey,8873,USA,Whol industrial supplies,,,,,,,
2000060,pscmetals.com,sarecycling.com,"PSC Metals, LLC",2411 N Glassell St,,Orange,California,92865,USA,Refuse system,,,,,,,
526105699,jinhejie.com,cn.hongfa.com,"Xiamen Hongfa Electric Power Controls Co., Ltd.","No.93 YiNong Road, Haicang District",,Xiamen,Fujian,36102,CHINA,Mfg electronic components,,,,,,,
23325611,axioma.com,qontigo.com,"Axioma, Inc.",17 State St FL 27,,NEW YORK,New York,10004,USA,Custom computer programming,,,,,,,
498166255,scherer-trier.de,smia-automotive.com,Kunststoff-Technik Scherer & Trier GmbH & Co. KG,Siemensstr. 8,,Michelau i.OFr.,Bayern,96247,GERMANY,Mfg plastic profile shapes,,,,,,,
355735941,medvaz-tlt.ru,hosp5-tlt.ru,"TGKB N 5, GBU",25 bulvar Zdorovya,,Togliatty,,44503,RUSSIAN FEDERATION,General hospital,,,,,,,
831475285,hinesprivatewealth.com,hinesglobalincometrust.com,Hgr Liquidating Trust,2800 Post Oak Blvd Ste 5000,,Houston,Texas,77056,USA,Real estate investment trust,,,,,,,
78734307,www.ridewithvia.com,ridewithvia.com,"Via Transportation, Inc.",114 5TH Ave FL 17,,New York,New York,10011,USA,Prepackaged software services,,,,,,,
314050327,interzero.de,alba.info,Interzero Circular Solutions GmbH,Lutzowstr. 105,,Berlin,Berlin,10785,GERMANY,Holding company,,,,,,,
529943487,sangfor.com,sangfor.com.cn,Sangfor Technologies Inc.,"1/F, Building A1, Intellectual Park, No.1001 Xueyuan Road, Nansh",,Shenzhen,Guangdong,51805,CHINA,Mfg computer peripheral equipment,,,,,,,
534791533,qatarenergylng.qa,qatargas.com,QATARENERGY LNG,Majlis Al Taawon Street,"P.O Box: 22666, Baladiyat ad Dawhah",DOHA,,,QATAR,Oil/gas exploration services,,,,,,,
8859878,induscogroup.com,industrialsalesco.com,"Industrial Sales Company, Inc.",2209 Sulphur Spring Rd Ste C,,Halethorpe,Maryland,21227,USA,Metals service center,,,,,,,
75051706,mysrhs.com,singingriverhealthsystem.com,Singing River Health System Foundation,2101 Highway 90,,GAUTIER,Mississippi,39553,USA,General hospital,,,,,,,
38049057,nyuhs.org,stmri.com,Wilson Hospital,3357 Harrison St,,Johnson City,New York,13790,USA,General hospital,,,,,,,
218084192,morgansindall.com,morgansindallconstruction.com,MORGAN SINDALL GROUP PLC,KENT HOUSE,14-17 MARKET PLACE,LONDON,LONDON,W1W 8,ENGLAND,Holding company,,,,,,,
745062021,ahgrl.com.au,scottsrl.com.au,SCOTT'S REFRIGERATED LOGISTICS (QLD) PTY LTD,5 Edmund St,,NEWSTEAD,QUEENSLAND,4006,AUSTRALIA,Local trucking-with storage,,,,,,,
527079662,lijun.com,lijunjituan.com,"Lijun Group Co., Ltd.","Floor 24, Suite B, V Shidai Daxia, Lijun, No.6, Fengcheng 1st Ro",,Xi'an,Shaanxi,71000,CHINA,Mfg pharmaceutical preparations,,,,,,,
478382872,santpau.cat,fundaciosantpau.cat,FUNDACIO DE GESTIO SANITARIA DE L HOSPITAL DE LA SANTA CREU I SANT PAU,CALLE SANT ANTONI MARIA CLARET 167,,BARCELONA,Barcelona,8025,SPAIN,General hospital,,,,,,,
69012045,ergonomicsonline.com,joneric-products-inc.hub.biz,Joneric Products Inc.,400 Babylon Rd,,Horsham,Pennsylvania,19044,USA,Mfg rubber/plastic footwear,,,,,,,
147080022,enkeiflorida.com,enkei.com,"Enkei America, Inc.",2900 Inwood Dr,,Columbus,Indiana,47201,USA,Mfg motor vehicle parts/accessories,,,,,,,
281881065,sileccable.com,generalcable.com,SILEC CABLE,511 RUE DE VARENNES PROLONGEE,,MONTEREAU-FAULT-YONNE,SEINE ET MARNE,77130,FRANCE,Nonferrous wiredrawing/insulating,,,,,,,
528854961,shbcccc.com,sebcrbc.com,"Cccc Second Highway Engineering Co.,Ltd.","No.33, Keji Sixth Road, Yanta District",,Xi'an,Shaanxi,71006,CHINA,Highway/street construction,,,,,,,
527927261,cct-thz.com,huaxunchina.cn,"China Communication Techonlogy Co., Ltd.","Floor 2, Floor 1, Building No.37, Baotian Yilu Chentian Industri",,Shenzhen,Guangdong,51810,CHINA,Trade contractor,,,,,,,
827068326,pwc.com,strategyand.pwc.com,PWC STRategy& (us) LLC,101 Park Ave FL 18,,NEW YORK,New York,10178,USA,Management consulting services,,,,,,,
343895400,dp-itsolutions.de,dpdhl.com,Deutsche Post IT Services GmbH,Wielandstr. 4,,Bonn,Nordrhein-Westfalen,53173,GERMANY,Computer systems design,,,,,,,
656109105,sgs.com.tw,campaigns.sgs.com,SGS Taiwan Limited,"No. 136-1, Wugong Rd.",,New Taipei City,Taipei,24801,TAIWAN,Management consulting services,,,,,,,
79499378,haecoishiring.com,haeco.aero,"Haeco USA Holdings, LLC",623 Radar Rd,,Greensboro,North Carolina,27410,USA,Airport/airport services,,,,,,,
201096109,saskatchewan.ca,sgi.sk.ca,Saskatchewan Auto Fund,18-2260 11th Ave,,REGINA,SASKATCHEWAN,S4P 0,CANADA,Public finance/taxation/monetary policy,,,,,,,
57139474,www.rtx.com,rtx.com,Raytheon Company,13510 N Central Expy,,Dallas,Texas,75243,USA,Mfg search/navigation equipment,,,,,,,
544852460,wnq.com.cn,jxwnq.com.cn,"Jiangxi Wannianqing cement  CO.,LTD.","Wannianqing Technology Park, No.399, Jingdong Avenue, High-Tech",,Nanchang,Jiangxi,33009,CHINA,Mfg hydraulic cement,,,,,,,
402441690,centraalbeheer.nl,achmea.nl,Achmea Pensioen- en Levensverzekeringen N.V.,Laan van Malkenschoten 20,,Apeldoorn,GELDERLAND,7333,NETHERLANDS,Life insurance carrier,,,,,,,
985048232,valeofoodsgroup.com,valeofoods.ie,VALEO FOODS UNLIMITED COMPANY,Millbank,,DUBLIN,CO DUBLIN,K78 X,IRELAND,Holding company,,,,,,,
754153067,pumaenergy.com.au,australia.chevron.com,CHEVRON AUSTRALIA DOWNSTREAM STORES PTY LTD,365 Macarthur Ave,,HAMILTON,QUEENSLAND,4007,AUSTRALIA,Ret liquefied petroleum gas,,,,,,,
815561243,tongchengir.com,tcelir.com,Tongcheng Travel Holdings Limited,c/o Conyers Trust Company (Cayman) Limited,"Cricket Square, Hutchins Drive",GEORGE TOWN,GRAND CAYMAN,KY1-1,CAYMAN ISLANDS,Holding company,,,,,,,
212786016,studio.co.uk,studioretail.co.uk,FRASERS GROUP FINANCIAL SERVICES LIMITED,CHURCH BRIDGE HOUSE,HENRY STREET,ACCRINGTON,LANCASHIRE,BB5 4,ENGLAND,Ret mail-order house,,,,,,,
683943097,tdes.lukoil.com,lukoil.ru,"LUKOIL-ENERGOSETI, OOO","d. 3 str. 1 kom. 22,  bulvar Pokrovski",,MOSCOW,,10902,RUSSIAN FEDERATION,Repair services,,,,,,,
7967557,goaztecs.com,aztecshops.com,"Aztec Shops, Ltd.",5500 Campanile Dr,,SAN DIEGO,California,92182,USA,Ret computers/software,,,,,,,
153637553,bestivf.org,bestivf.com,"A. R. T. Institute of Washington, Inc.",8901 Wisconsin Ave Bldg 10,,Bethesda,Maryland,20889,USA,Medical laboratory,,,,,,,
5081237,intl.dwyer-inst.com,dwyer-inst.com,"Dwyer Instruments, LLC",102 Indiana Highway 212,,MICHIGAN CITY,Indiana,46360,USA,Mfg process control instruments,,,,,,,
489905741,selecta.com,pelicanrougecoffeeroasters.com,Pelican Rouge B.V.,Leeghwaterstraat 6,,Dordrecht,ZUID-HOLLAND,3316,NETHERLANDS,Holding company,,,,,,,
148479173,www.ingenico.us,ingenico.us,Ingenico Corp. (delaware),3025 Windward Plz Ste 600,,Alpharetta,Georgia,30005,USA,Mfg computer peripheral equipment,,,,,,,
54318142,tarketthome.com,tarkettna.com,"Tarkett, Inc.",30000 Aurora Rd,,Solon,Ohio,44139,USA,Mfg fabricated rubber products,,,,,,,
744182260,diabeng.com.au,diabengineering.com.au,DIAB ENGINEERING PTY LTD,20 Foskew Way,,Geraldton,WESTERN AUSTRALIA,6530,AUSTRALIA,Industrial building construction,,,,,,,
754866861,fit-bioceuticals.com.au,bioceuticals.com.au,FIT-BIOCEUTICALS PTY LTD,L 4 64-76 Kippax St,,SURRY HILLS,NEW SOUTH WALES,2010,AUSTRALIA,Mfg pharmaceutical preparations,,,,,,,
298734385,londonstockexchange.com,thelondonstockexchange.com,LONDON STOCK EXCHANGE PLC,10 PATERNOSTER SQUARE,,LONDON,LONDON,EC4M,ENGLAND,Security/commodity exchange,,,,,,,
110265902,merative.com,ibm.com,Truven Holding Corp.,100 Phoenix Dr Ste 100,,ANN ARBOR,Michigan,48108,USA,Management consulting services,,,,,,,
232058826,co-operative.coop,coop.co.uk,CO-OPERATIVE GROUP FOOD LIMITED,1 ANGEL SQUARE,,MANCHESTER,MANCHESTER,M60 0,ENGLAND,Ret groceries,,,,,,,
535152698,corporate.sultan-center.com,sultan-center.com,THE SULTAN CENTER FOR TRADING & GENERAL CONTRACTING CO. WLL,"Bldg. 15, Street 17, Area 19, Block 1","Sultan Bin Essa Complex, Farwaniya",SAFAT,,13126,KUWAIT,Ret groceries,,,,,,,
954563107,menofia.edu.eg,mu.menofia.edu.eg,Menoufia University,Gamal Abdul Naser St,Menoufia,Shebin El-Kom,,,EGYPT,College/university,,,,,,,
71149041,uwosh.edu,wisconsin.edu,University of Wisconsin System,800 Algoma Blvd,,Oshkosh,Wisconsin,54901,USA,College/university,,,,,,,
75151779,deltadentalct.com,deltadentalnj.com,"Delta Dental of New Jersey, Inc.",1639 State Rt 10,,PARSIPPANY,New Jersey,7054,USA,Insurance agent/broker,,,,,,,
697037658,ntteast-chiba.co.jp,ntt-east.co.jp,NTT EAST-CHIBA CORPORATION,"1-3, NAKASE, MIHAMA-KU",MAKUHARI TECHNO GARDEN,CHIBA,CHIBA,261-0,JAPAN,Electrical contractor,,,,,,,
211608138,bestwaygroup.co.uk,bestwaywholesale.co.uk,BESTWAY WHOLESALE LIMITED,2 Abbey Road,Park Royal,LONDON,LONDON,NW10,ENGLAND,Whol general groceries,,,,,,,
504163725,kalashnikovconcern.ru,kalashnikov.market,"KONTSERN KALASHNIKOV, AO","d. 2/193 pom. 78,  proezd Im Deryabina",,Izhevsk,,42600,RUSSIAN FEDERATION,Mfg ordnance/accessories,,,,,,,
80123075,www.mercyhealthsystem.org,mercyhealthsystem.org,Mercy Health Corporation,2400 N Rockton Ave,,Rockford,Illinois,61103,USA,General hospital,,,,,,,
72165699,carnegieart.org,carnegiemnh.org,Carnegie Institute,4400 Forbes Ave,,PITTSBURGH,Pennsylvania,15213,USA,Museum/art gallery,,,,,,,
645211863,ratb.ro,stbsa.ro,SOCIETATEA DE TRANSPORT BUCURESTI STB S.A.,"B-DUL DINICU GOLESCU NR. 1, SECTORUL 1",,Bucuresti,Bucuresti,,ROMANIA,Local/suburban transportation,,,,,,,
215583922,resolutionlife.com,aviva.com,Friends Life Group Limited,PO BOX 25 REGENCY COURT GLATEGNY ESPLANADE ST PETER PORT,,GUERNSEY,CHANNEL ISLANDS,GY1 3,ENGLAND,Insurance carrier,,,,,,,
339051844,safilogroup.com,safilo.com,SAFILO SOCIETA' AZIONARIA FABBRICA ITALIANA LAVORAZIONE OCCHIALI SPA,ZONA INDUSTRIALE SETTIMA STRADA 15,,PADOVA,PADOVA,35129,ITALY,Mfg ophthalmic goods,,,,,,,
42939959,atmus.com,cumminsfiltration.com,Cummins Filtration Inc,26 Century Blvd Ste 500,,Nashville,Tennessee,37214,USA,Mfg motor vehicle parts/accessories,,,,,,,
78385287,www.singlestore.com,singlestore.com,Singlestore Incorporated,388 Market St Ste 860,,SAN FRANCISCO,California,94111,USA,Custom computer programming,,,,,,,
544957012,xinlun.com.cn,szselen.com,"Xinlun New Materials Co., Ltd.","Floor 32, Coastal Huanqing Building, No. 24, Futian Road, Weizhe",,Shenzhen,Guangdong,51803,CHINA,Mfg plastic materials/resins,,,,,,,
381505171,sanofipasteur.com,sanofi.com,SANOFI PASTEUR,14 ESPACE HENRY VALLEE,,LYON,RHONE,69007,FRANCE,Mfg pharmaceutical preparations,,,,,,,
93240653,ci.victorville.ca.us,victorvilleca.gov,City of Victorville,14343 Civic Dr,,VICTORVILLE,California,92392,USA,Executive office,,,,,,,
691631600,mellife.co.jp,mitsubishielectric.co.jp,MITSUBISHI ELECTRIC LIFE NETWORK CORPORATION.,"580, HORIKAWACHO, SAIWAI-KU",SOLID SQUARE NISHIKAN 7F.,KAWASAKI,KANAGAWA,212-0,JAPAN,Whol appliances/tv/radio,,,,,,,
23271463,www.farmandfleet.com,farmandfleet.com,"Blain Supply, Inc.",3507 E Racine St,,JANESVILLE,Wisconsin,53545,USA,Whol farm/garden machinery,,,,,,,
224164532,environmentagencycareers.co.uk,gov.uk,ENVIRONMENT AGENCY,Environment Agency,Stplake Mount,EXETER,DEVON,EX6 8,ENGLAND,Mfg measuring/controlling devices,,,,,,,
428680029,gruppoa2a.it,a2aambiente.eu,A2A AMBIENTE SPA,CORSO DI PORTA VITTORIA 4,,MILANO,MILANO,20122,ITALY,Refuse system,,,,,,,
112488007,www.ehs.com,ehs.com,"Velocityehs, Inc.",222 Merchandise Mart Plz Ste 1750,,CHICAGO,Illinois,60654,USA,Business services,,,,,,,
750895885,porterallen.com.au,chandlermacleod.com,PORTERALLEN PTY LIMITED,L 14 15 Blue St,,NORTH SYDNEY,NEW SOUTH WALES,2060,AUSTRALIA,Employment agency,,,,,,,
202009064,tnb-canada.com,tnb.ca.abb.com,ABB Électrification Canada Inc,4053 92 st NW,,EDMONTON,ALBERTA,T6E 6,CANADA,Mfg general industrial machinery,,,,,,,
79864683,autoplus.biz,autoplusap.com,Ieh Auto Parts LLC,112 Townpark Dr NW Ste 300,,Kennesaw,Georgia,30144,USA,Ret auto/home supplies,,,,,,,
365553192,autonet.ro,autonet-group.ro,AUTONET IMPORT SRL,STR. AUREL VLAICU NR 78,,Satu Mare,Satu Mare,44012,ROMANIA,Whol auto parts/supplies,,,,,,,
144476897,www.atos.net,atos.net,"Atos Digital Health Solutions, Inc.",One Lincoln Centre 5400 Lyndon B Johnson Fwy Ste 200,,Dallas,Texas,75240,USA,Management services,,,,,,,
656020484,unipac.com.tw,auo.com,UNIPAC OPTOELECTRONICS CORPORATION,"Li-Hsin 2nd. Rd., Science-Based Industrial Park, Hsinchu City,",,Hsinchu City,,30078,TAIWAN,Whol electrical equipment,,,,,,,
961563830,sylvania-automotive.com,osram.us,Osram Sylvania Inc,275 W Main St,,Hillsborough,New Hampshire,3244,USA,Mfg electric lamps,,,,,,,
538514126,kaefer.co.za,kaefer.com,KAEFER THERMAL CONTRACTING SERVICES (PTY) LTD,7 NYWERHELID ST,,GERMISTON,Gauteng,1601,SOUTH AFRICA,Oil/gas field services,,,,,,,
813128949,gnc.com.mx,maxiva.com,"Maxiva, S.A. de C.V.",Av. Vasconcelos  No. 195 Oriente,Santa Engracia,San Pedro Garza García,NUEVO LEON,66267,MEXICO,Ret misc foods,,,,,,,
690567094,mitsui-soko.com,msh.mitsui-soko.com,"MITSUI-SOKO HOLDINGS CO., LTD.","3-20-1, NISHISHIMBASHI",MSCONARIMON,MINATO-KU,TOKYO,105-0,JAPAN,Holding company,,,,,,,
640066692,reakgonahygiene.co.za,reakgonagroup.com,REAKGONA COMMERCIAL AND INDUSTRIAL HYGIENE CC,"SUITE 110 115, 23 CENTENARY BLDG CHURCH SQUARE",,PRETORIA,Gauteng,1,SOUTH AFRICA,Social services,,,,,,,
776293136,okaidi.fr,okaidi.com,OKAIDI,162 BOULEVARD DE FOURMIES,,ROUBAIX,NORD,59100,FRANCE,Ret misc apparel/accessories,,,,,,,
76463769,workforwater.org,awwa.org,American Water Works Association,6666 W Quincy Ave,,DENVER,Colorado,80235,USA,Professional organization,,,,,,,
545002560,wxjncable.com,jncable.com.cn,"Wuxi Jiangnan Cable Co., Ltd.","53 Xinguan East Road, Guanlin Town",,Yixing,Jiangsu,21425,CHINA,Whol electrical equipment,,,,,,,
644483851,ecgonline.info,ecggh.com,ELECTRICITY COMPANY OF GHANA LIMITED,Electro-Volta House 28th February Road,Accra Central,ACCRA,,,GHANA,Electric and other services combined,,,,,,,
531234152,pol-kokb40.ru,kokb40.ru,"KALUZHSKAYA OBLASTNAYA KLINICHESKAYA BOLNITSA, GBUZKO KOKB, GBU","d. 1,  ul. Vishnevskogo",,Kaluga,,24800,RUSSIAN FEDERATION,General hospital,,,,,,,
904698714,fiemg.com.br,senaimg.com.br,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL DEPARTAMENTO REGIONAL DE MINAS GERAIS,Av. DO CONTORNO 4456,,BELO HORIZONTE,MINAS GERAIS,30110,BRAZIL,School/educational services,,,,,,,
595189404,synapxe.sg,ihis.com.sg,SYNAPXE PTE. LTD.,1 North Buona Vista Link,#05-01,SINGAPORE,,13969,SINGAPORE,Computer related services,,,,,,,
516137457,drax.com,energy.drax.com,DRAX ENERGY SOLUTIONS LIMITED,DRAX POWER STATION,,"DRAX, SELBY",NORTH YORKSHIRE,YO8 8,ENGLAND,Electric services,,,,,,,
828061734,www.amcoastal.com,upcinsurance.com,American Coastal Insurance Corporation,800 2ND Ave S,,SAINT PETERSBURG,Florida,33701,USA,Fire/casualty insurance carrier,,,,,,,
965395200,www.vepaa.com,vepaa.com,"Virtual Executive Personal Assistants of America, Inc.",1000 Main St Ste 2300,,Houston,Texas,77002,USA,Management services,,,,,,,
544422956,jsfyjt.net,fygroup.com,"Jiangsu Fang Yang Group Co.,Ltd.","Industry Service Center, No.66, Xuxu Avenue, Lianyun District",,Lianyungang,Jiangsu,22206,CHINA,Management consulting services,,,,,,,
811696046,recalglobal.com,recal.mx,"Recal Estructuras, S.A. de C.V.",Carr. La Capilla No. Km 1.5 Int. 2,San Jose del Castillo,El Salto,JALISCO,45685,MEXICO,Structural metal fabrication,,,,,,,
656295268,esunbank.com,esunbank.com.tw,"E.SUN COMMERCIAL BANK, LTD.","No. 115 & 117, Sec. 3, Minsheng E. Rd.",,Taipei City,Taipei,10540,TAIWAN,Commercial bank,,,,,,,
751036252,oldwharfrestaurant.com.au,federalgroup.com.au,THE FEDERAL HOTELS PTY. LIMITED,394 SANDY BAY ROAD,,SANDY BAY,TASMANIA,7005,AUSTRALIA,Hotel/motel operation,,,,,,,
662637461,toppannexus.com,datasite.com,TOPPAN NEXUS LIMITED,8/F THE LANDMARK GLOUCESTER TWR,15 QUEEN'S RD C,CENTRAL DISTRICT,HONG KONG,,HONG KONG,Whol books/newspapers,,,,,,,
692697824,kakuyasu-group.co.jp,kakuyasu.co.jp,"KAKUYASU GROUP CO., LTD.","2-3-1, TOSHIMA",,KITA-KU,TOKYO,114-0,JAPAN,Holding company,,,,,,,
116151093,chori.org,bchdean.ucsf.edu,Childrens Hospital Oakland Research Institute,5700 Martin Luther King Jr Way,,Oakland,California,94609,USA,General hospital,,,,,,,
313174603,markgraf-bau.de,rainer-markgraf-stiftung.de,Markgraf Familien GmbH,Dieselstr. 9,,Bayreuth,Bayern,95448,GERMANY,Holding company,,,,,,,
452802812,sorry.marinha.pt,defesa.gov.pt,MINISTÉRIO DA DEFESA NACIONAL - MARINHA,PRACA DO COMÉRCIO,,LISBOA,LISBOA,1100-,PORTUGAL,National security,,,,,,,
79168191,www.hydac-na.com,hydac-na.com,Hydac Technology Corp.,2260 City Line Rd,,Bethlehem,Pennsylvania,18017,USA,Mfg fluid power valves/fittings,,,,,,,
81302168,manchesterct.gov,manchester-vt.gov,Town of Manchester,41 Center St,,MANCHESTER,Connecticut,6040,USA,Executive office,,,,,,,
420719767,tynen.cecep.cn,cecsec.cn,"CECEP Solar Energy Co.,Ltd.","Floor 7, Jieneng Building, No.42, Xizhimen N. Street, Haidian Di",,Beijing,Beijing,10008,CHINA,Mfg semiconductors/related devices,,,,,,,
420557498,about.mattel.com,corporate.mattel.com,Dongguan Chang'an Mattel Toys 2nd Factory,"No.51, Changdong Road, No.1 Industrial Zone, Chang'an Town",,Dongguan,Guangdong,52384,CHINA,Mfg plastic products,,,,,,,
755215084,telsyte.com.au,dxc.com,DXC CONSULTING PTY LIMITED,26-38 TALAVERA ROAD,,MACQUARIE PARK,NEW SOUTH WALES,2113,AUSTRALIA,Whol computers/peripherals,,,,,,,
545236317,airtac.co.il,airtac.at,"Ningbo Airtac Automatic Industrial Co., Ltd.","No.88, Siming E. Road, Gaoxin Jishu Zone, Fenghua District",,Ningbo,Zhejiang,31550,CHINA,Mfg electrical equipment/supplies,,,,,,,
72266448,southerncalifornia.permanente.org,permanente.org,Southern California Permanente Medical Group,393 Walnut St,,Pasadena,California,91107,USA,Hospital/medical service plan,,,,,,,
121549344,mytalentlaunch.com,alliancesolutionsgrp.com,"Alliance Solutions Group, LLC",6161 Oak Tree Blvd Ste 130,,Independence,Ohio,44131,USA,Help supply services,,,,,,,
365934731,biohimic.ru,promo-med.ru,"BIOKHIMIK, AO",15A ul. Vasenko,,Saransk,,43003,RUSSIAN FEDERATION,Mfg medicinal/botanical products,,,,,,,
553358517,hncig.cn,hncc-china.com,Hunan Communication & Water Conservancy Group Ltd.,"No.158, Furong North Rd.(Section 2), Kaifu District",,Changsha,Hunan,41000,CHINA,Investor,,,,,,,
812419208,penoles.com.mx,quimicamagna.com,"Química Magna, S.A. de C.V.",Blvd. Jesús Valdes Sanchez No. 130,La Aurora,Saltillo,COAHUILA,25298,MEXICO,Holding company,,,,,,,
80009985,grossmont.edu,gcccd.edu,Grossmont-Cuyamaca Community College District,8800 Grossmont College Dr,,El Cajon,California,92020,USA,Junior college,,,,,,,
78814623,lauderdalebmwofftlauderdale.com,bmwoffortlauderdale.com,BMW of Fort Lauderdale,2601 S Andrews Ave,,Fort Lauderdale,Florida,33316,USA,Ret new/used automobiles,,,,,,,
118175307,www.victoriassecretandco.com,victoriassecretandco.com,Victoria's Secret & Co.,4 Limited Pkwy E,,REYNOLDSBURG,Ohio,43068,USA,Ret women's clothing,,,,,,,
